ride,link,description,
Trossachs,https://www.strava.com/activities/5700723435,
Applecross,https://www.strava.com/activities/5700720437,
Kinlochewe,https://www.strava.com/activities/5700721843,
The most beautiful road in the UK?,https://www.strava.com/activities/5700719916,
The far north,https://www.strava.com/activities/5700719106,With an unexpected KOM 
Cairngorms,https://www.strava.com/activities/5700717883,Great climb up to the ski station
